Assembly Accession	Assembly Level	Organism Taxonomic ID
GCA_000017845.1	Complete Genome	43989
GCF_963903135.1	Contig	263511
GCA_963903135.1	Contig	263511
GCA_963992035.1	Contig	263511
GCA_964015675.1	Contig	263511
GCF_000235665.1	Contig	423471
GCF_963861925.1	Contig	423471
GCA_000235665.2	Contig	423471
GCA_963861925.1	Contig	423471
GCF_001050835.1	Contig	423472
GCA_001050835.1	Contig	423472
GCF_001039615.1	Contig	555881
GCF_963865715.1	Contig	555881
GCA_001039615.1	Contig	555881
GCA_963865715.1	Contig	555881
GCF_001039635.1	Contig	1284629
GCF_963865765.1	Contig	1284629
GCA_001039635.1	Contig	1284629
GCA_963865765.1	Contig	1284629
GCF_000167195.1	Scaffold	165597
GCF_963860105.1	Scaffold	165597
GCA_000167195.1	Scaffold	165597
GCA_963860105.1	Scaffold	165597
GCF_001039555.1	Contig	423474
GCF_963865605.1	Contig	423474
GCA_001039555.1	Contig	423474
GCA_963865605.1	Contig	423474
GCF_034932285.1	Scaffold	3110239
GCA_034932285.1	Scaffold	3110239
GCA_044369615.1	Contig	230752
GCA_044375535.1	Contig	230752
GCF_002934005.1	Scaffold	2052836
GCA_002934005.1	Scaffold	2052836
GCF_015207795.1	Contig	2777973
GCA_015207795.1	Contig	2777973
GCA_046080125.1	Contig	3019649
GCA_046080565.1	Contig	3019649
GCA_046449425.1	Contig	3019649
GCA_046449485.1	Contig	3019649
GCA_019347745.1	Scaffold	2835650
GCA_001919945.1	Scaffold	1805100
GCA_001919235.1	Scaffold	1805101
GCA_036170915.1	Scaffold	3069724
GCA_003550805.1	Contig	2094030
GCA_013205255.1	Contig	2773159
GCA_013203655.1	Contig	2773160
GCA_002238435.1	Contig	1919259
GCA_017886185.1	Scaffold	2815586
GCA_026785495.1	Contig	2880266
GCA_009995505.1	Scaffold	2773163
GCA_009994695.1	Scaffold	2773164
GCA_009993925.1	Scaffold	2773165
GCA_009993545.1	Scaffold	2773166
GCA_009993045.1	Scaffold	2773167
GCA_014534385.1	Contig	2768923
GCA_014534085.1	Contig	2768924
GCA_012034815.1	Contig	2720403
GCA_003556305.1	Contig	2099684
GCA_003561295.1	Contig	2099685
GCA_031969535.1	Scaffold	2953799
GCA_031976295.1	Scaffold	2953800
GCA_008363215.1	Scaffold	2484221
GCA_013823185.1	Contig	2067976
GCA_013823055.1	Contig	2067977
GCA_013822935.1	Contig	2067984
GCA_014695345.1	Contig	2692763
GCA_014695275.1	Contig	2692764
GCA_014695325.1	Contig	2692765
GCA_014695255.1	Contig	2692766
GCA_014695195.1	Contig	2692767
GCA_027593545.1	Scaffold	2996780
GCA_009909085.1	Contig	2773161
GCA_009908905.1	Contig	2773162
GCA_023258455.1	Scaffold	2933261
GCA_020431955.1	Scaffold	2775581
GCA_020431945.1	Scaffold	2775582
GCA_020431895.1	Scaffold	2775583
GCA_020431915.1	Contig	2775584
GCA_020431885.1	Scaffold	2775585
GCA_020431855.1	Scaffold	2775586
GCA_003696925.1	Contig	2420340
GCA_003695985.1	Contig	2420339
GCA_003695795.1	Contig	2420338
GCA_038534555.1	Contig	3023125
GCA_038534515.1	Scaffold	3023126
GCA_038534495.1	Contig	3023127
GCA_038534375.1	Scaffold	3023128
GCA_038534335.1	Scaffold	3023129
GCA_038534215.1	Contig	3023130
GCA_039723475.1	Scaffold	3023131
GCA_038534075.1	Scaffold	3023132
GCA_038533795.1	Contig	3023133
GCA_038533735.1	Contig	3023134
GCA_038533715.1	Scaffold	3023135
GCA_038533535.1	Scaffold	3023136
GCA_038533495.1	Contig	3023137
GCA_038533475.1	Scaffold	3023138
GCA_038532615.1	Scaffold	3023139
GCA_038532515.1	Scaffold	3023140
GCA_038532175.1	Contig	3023141
GCA_038531675.1	Scaffold	3023142
GCA_038531525.1	Scaffold	3023143
GCA_038531355.1	Scaffold	3023144
GCA_038531245.1	Scaffold	3023145
GCA_038530755.1	Scaffold	3023146
GCA_038530385.1	Scaffold	3023147
GCA_038530045.1	Scaffold	3023148
GCA_038529685.1	Scaffold	3023149
GCA_038529525.1	Scaffold	3023150
GCA_038529475.1	Scaffold	3023151
GCA_038529195.1	Contig	3023152
GCA_038528875.1	Scaffold	3023153
GCA_038528805.1	Scaffold	3023154
GCA_038528665.1	Contig	3023155
GCA_038528625.1	Scaffold	3023156
GCA_038528575.1	Scaffold	3023157
GCA_038528325.1	Scaffold	3023158
GCA_038527325.1	Scaffold	3023159
GCA_038525655.1	Scaffold	3023160
GCA_038525425.1	Scaffold	3023161
GCA_038525335.1	Scaffold	3023162
GCA_038525165.1	Scaffold	3023163
GCA_038524995.1	Scaffold	3023164
GCA_038524835.1	Contig	3023165
GCA_038524545.1	Scaffold	3023166
GCA_038524565.1	Scaffold	3023167
GCA_038524555.1	Scaffold	3023168
GCA_038523955.1	Scaffold	3023169
GCA_038523735.1	Contig	3023170
GCA_038523485.1	Contig	3023171
GCA_038523275.1	Scaffold	3023172
GCA_038523235.1	Scaffold	3023173
GCA_038523095.1	Scaffold	3023174
GCA_038522475.1	Scaffold	3023175
GCA_038521595.1	Contig	3023176
GCA_038521415.1	Scaffold	3023177
GCA_038521055.1	Scaffold	3023178
GCA_038520475.1	Scaffold	3023179
GCA_038519835.1	Scaffold	3023180
GCA_038519815.1	Scaffold	3023181
GCA_038519655.1	Scaffold	3023182
GCA_039823025.1	Scaffold	3023183
GCA_039822965.1	Contig	3023184
GCA_039822985.1	Scaffold	3023185
GCA_039822805.1	Contig	3023186
GCA_039821925.1	Contig	3023187
GCA_039821905.1	Contig	3023188
GCA_039821845.1	Scaffold	3023189
GCA_039821765.1	Scaffold	3023190
GCA_039821535.1	Scaffold	3023191
GCA_039821475.1	Contig	3023192
GCA_039821345.1	Scaffold	3023193
GCA_039821215.1	Scaffold	3023194
GCA_039821025.1	Scaffold	3023195
GCA_039820905.1	Scaffold	3023196
GCA_039820645.1	Contig	3023197
GCA_039820525.1	Scaffold	3023198
GCA_039820485.1	Scaffold	3023199
GCA_039820425.1	Scaffold	3023200
GCA_039820385.1	Scaffold	3023201
GCA_039820365.1	Contig	3023202
GCA_039820325.1	Scaffold	3023203
GCA_039820305.1	Contig	3023204
GCA_039819905.1	Scaffold	3023205
GCA_039819725.1	Scaffold	3023206
GCA_039819685.1	Scaffold	3023207
GCA_039819245.1	Contig	3023208
GCA_039819145.1	Scaffold	3023209
GCA_039819045.1	Contig	3023210
GCA_039818865.1	Scaffold	3023211
GCA_039818765.1	Contig	3023212
GCA_039818745.1	Scaffold	3023213
GCA_039818705.1	Scaffold	3023214
GCA_039818605.1	Scaffold	3023215
GCA_039818555.1	Contig	3023216
GCA_039818525.1	Scaffold	3023217
GCA_039818025.1	Scaffold	3023218
GCA_039817935.1	Scaffold	3023219
GCA_039817905.1	Scaffold	3023220
GCA_039817825.1	Contig	3023221
GCA_039817845.1	Scaffold	3023222
GCA_039817805.1	Contig	3023223
GCA_039817685.1	Contig	3023224
GCA_039817585.1	Scaffold	3023225
GCA_039817485.1	Scaffold	3023226
GCA_039817465.1	Scaffold	3023227
GCA_039817275.1	Scaffold	3023228
GCA_039817285.1	Scaffold	3023229
GCA_039817325.1	Contig	3023230
GCA_039817185.1	Scaffold	3023231
GCA_039816905.1	Contig	3023232
GCA_039816885.1	Scaffold	3023233
GCA_039816795.1	Scaffold	3023234
GCA_039816735.1	Scaffold	3023235
GCA_039816645.1	Contig	3023236
GCA_039815875.1	Scaffold	3023237
GCA_039815775.1	Scaffold	3023238
GCA_003695655.1	Contig	2420337
GCA_003695125.1	Contig	2420336
GCA_003693975.1	Contig	2420335
GCA_016882465.1	Contig	2775529
GCA_016882405.1	Contig	2775542
GCA_016882365.1	Contig	2775548
GCA_016882345.1	Contig	2775549
GCA_016882285.1	Contig	2775550
GCA_016882435.1	Contig	2775532
GCA_016882315.1	Contig	2775554
GCA_016882305.1	Contig	2775555
GCA_020217105.1	Contig	2793240
GCA_023261905.1	Scaffold	2933263
GCA_023253535.1	Scaffold	2933262
GCA_041879355.1	Complete Genome	2903134
GCA_002861535.1	Contig	2054928
GCA_016882385.1	Contig	2775534
GCA_016882415.1	Contig	2775543
GCA_016882485.1	Contig	2775525
GCA_016882525.1	Contig	2775526
GCA_016882545.1	Contig	2775528
GCA_016882585.1	Contig	2775521
GCA_016882555.1	Contig	2775522
GCA_016882495.1	Contig	2775523
GCA_026710605.1	Contig	2775588
GCA_026710375.1	Scaffold	2775589
GCA_026709585.1	Scaffold	2775590
GCA_026709085.1	Scaffold	2775591
GCA_026708625.1	Scaffold	2775592
GCA_026707925.1	Scaffold	2775593
GCA_026707205.1	Scaffold	2775594
GCA_026706885.1	Scaffold	2775595
GCA_026705665.1	Scaffold	2775596
GCA_026702625.1	Scaffold	2775597
GCA_028824215.1	Scaffold	2775598
GCA_028817465.1	Scaffold	2775599
GCA_028817335.1	Scaffold	2775600
GCA_028816695.1	Scaffold	2775601
GCA_011088145.1	Scaffold	2773168
GCA_016267585.1	Contig	2775587
GCA_023409995.1	Contig	2793327
GCA_023433065.1	Contig	2793328
GCA_023415935.1	Contig	2793329
GCA_023435965.1	Contig	2793330
GCA_023414155.1	Contig	2793331
GCA_023439005.1	Contig	2793319
GCA_023446575.1	Contig	2793320
GCA_023452295.1	Contig	2793321
GCA_023451485.1	Contig	2793322
GCA_023455075.1	Contig	2793323
GCA_023412935.1	Contig	2793316
GCA_023457295.1	Contig	2793317
GCA_023421795.1	Contig	2793318
GCA_023459195.1	Contig	2793324
GCA_023395735.1	Contig	2793325
GCA_023395115.1	Contig	2793326
GCA_031372825.1	Contig	2964716
GCA_031376725.1	Contig	2964717
GCA_039815535.1	Contig	3023239
GCA_039815385.1	Contig	3023240
GCA_039815275.1	Contig	3023241
GCA_039815185.1	Contig	3023242
GCA_039814955.1	Contig	3023243
GCA_039814905.1	Contig	3023244
GCA_039814735.1	Contig	3023245
GCA_039814705.1	Contig	3023246
GCA_039814475.1	Contig	3023247
GCA_039033975.1	Contig	3023248
GCA_039033915.1	Contig	3023249
GCA_039033815.1	Contig	3023250
GCA_039033335.1	Contig	3023251
GCA_039033295.1	Contig	3023252
GCA_039030875.1	Contig	3023253
GCA_039030815.1	Contig	3023254
GCA_039030795.1	Contig	3023255
GCA_039028535.1	Contig	3023256
GCA_039045805.1	Contig	3023257
GCA_039027715.1	Contig	3023258
GCA_039027655.1	Contig	3023259
GCA_039027175.1	Contig	3023260
GCA_039026655.1	Contig	3023261
GCA_039026035.1	Contig	3023262
GCA_039026015.1	Contig	3023263
GCA_039025955.1	Contig	3023264
GCA_039025935.1	Contig	3023265
GCA_039025635.1	Contig	3023266
GCA_039111275.1	Contig	3023267
GCA_039025345.1	Contig	3023268
GCA_039025175.1	Contig	3023269
GCA_039025135.1	Contig	3023270
GCA_039024995.1	Contig	3023271
GCA_039024935.1	Contig	3023272
GCA_039024655.1	Contig	3023273
GCA_039024555.1	Contig	3023274
GCA_039208615.1	Contig	3023275
GCA_039201445.1	Contig	3023276
GCA_039200855.1	Contig	3023277
GCA_039200565.1	Contig	3023278
GCA_039200125.1	Contig	3023279
GCA_039199925.1	Contig	3023280
GCA_039199035.1	Contig	3023281
GCA_039198915.1	Contig	3023282
GCA_039195585.1	Contig	3023283
GCA_039195515.1	Contig	3023284
GCA_039194995.1	Contig	3023285
GCA_039195045.1	Contig	3023286
GCA_039194795.1	Contig	3023287
GCA_039194695.1	Contig	3023288
GCA_039194035.1	Contig	3023289
GCA_039192485.1	Contig	3023290
GCA_039191365.1	Contig	3023291
GCA_039190385.1	Contig	3023292
GCA_039189765.1	Contig	3023293
GCA_039189345.1	Contig	3023294
GCA_039188105.1	Contig	3023295
GCA_039187735.1	Contig	3023296
GCA_039187195.1	Contig	3023297
GCA_039186905.1	Contig	3023298
GCA_039186165.1	Contig	3023299
GCA_039185935.1	Contig	3023300
GCA_039183505.1	Contig	3023301
GCA_039181635.1	Contig	3023302
GCA_039180385.1	Contig	3023303
GCA_039180345.1	Contig	3023304
GCA_039180325.1	Contig	3023305
GCA_039180145.1	Contig	3023306
GCA_039180005.1	Contig	3023307
GCA_039179675.1	Contig	3023308
GCA_039178155.1	Contig	3023309
GCA_039177155.1	Contig	3023310
GCA_039176935.1	Contig	3023311
GCA_038757785.1	Contig	3023312
GCA_038750375.1	Contig	3023313
GCA_038750405.1	Contig	3023314
GCA_038750255.1	Contig	3023315
GCA_038750155.1	Contig	3023316
GCA_038749695.1	Contig	3023317
GCA_038748405.1	Contig	3023318
GCA_038748225.1	Contig	3023319
GCA_038747755.1	Contig	3023320
GCA_038746735.1	Contig	3023321
GCA_038745945.1	Contig	3023322
GCA_004173145.1	Contig	2773169
GCA_004172875.1	Scaffold	2773170
GCA_013822185.1	Contig	2067979
GCA_013997645.1	Contig	2067978
GCA_003021585.1	Scaffold	1919120
GCA_003021605.1	Scaffold	1919119
GCA_003021545.1	Scaffold	1919121
GCA_003021535.1	Scaffold	1919122
GCA_003022265.1	Scaffold	1919123
GCA_003022245.1	Scaffold	1919124
GCA_003021525.1	Scaffold	1919125
GCA_003021925.1	Scaffold	1919126
GCA_003022225.1	Scaffold	1919127
GCA_003021885.1	Scaffold	1919128
GCA_003021505.1	Scaffold	1919129
GCA_003022205.1	Scaffold	1919130
GCA_003021485.1	Scaffold	1919131
GCA_003021855.1	Scaffold	1919132
GCA_003022145.1	Scaffold	1919133
GCA_003022125.1	Scaffold	1919134
GCA_003021465.1	Scaffold	1919135
GCA_018970945.1	Contig	2800103
GCA_018970385.1	Contig	2800104
GCA_018970325.1	Contig	2800105
GCA_018970085.1	Contig	2800106
GCA_018969285.1	Contig	2800107
GCA_018969235.1	Contig	2800108
GCA_018971825.1	Contig	2800109
GCA_018971775.1	Contig	2800110
GCA_016471375.1	Contig	2775578
GCA_012033495.1	Contig	2720432
GCA_012033255.1	Contig	2720448
GCA_024695725.1	Contig	2861361
GCA_028287685.1	Contig	2812886
GCA_017746765.1	Contig	2821503
GCA_017746715.1	Contig	2821505
GCA_017746755.1	Contig	2821504
GCA_015152555.1	Scaffold	2775570
GCA_015152565.1	Contig	2775571
GCA_015152525.1	Scaffold	2775572
GCA_015152515.1	Contig	2775573
GCA_015152475.1	Contig	2775574
GCA_015152465.1	Scaffold	2775575
GCA_015152455.1	Contig	2775576
GCA_031399265.1	Contig	2964718
GCA_031412945.1	Contig	2964719
GCA_003022175.1	Scaffold	1919136
GCA_003021435.1	Scaffold	1919137
GCA_003021425.1	Scaffold	1919138
GCA_003022095.1	Scaffold	1919139
GCA_003021405.1	Scaffold	1919140
GCA_003021845.1	Scaffold	1919141
GCA_003022165.1	Scaffold	1919142
GCA_003021825.1	Scaffold	1919143
GCA_003021905.1	Scaffold	1919144
GCA_003021375.1	Scaffold	1919145
GCA_018266235.1	Contig	2807731
GCA_018266215.1	Contig	2807732
GCA_018266275.1	Contig	2807734
GCA_018266195.1	Scaffold	2807730
GCA_018266255.1	Scaffold	2807733
GCA_003567865.1	Contig	2099689
GCA_003566575.1	Contig	2099686
GCA_003566335.1	Contig	2099687
GCA_003564835.1	Contig	2099688
GCA_003566215.1	Contig	2099690
GCA_026129135.1	Contig	2835643
GCA_002170825.1	Contig	1986677
GCA_002172015.1	Contig	1986678
GCA_002169615.1	Contig	1986679
GCA_003482765.1	Scaffold	2060919
GCA_003534575.1	Scaffold	2055787
GCA_003512385.1	Scaffold	2055786
GCA_003513235.1	Scaffold	2055785
GCA_003511885.1	Scaffold	2055782
GCA_003511965.1	Scaffold	2055783
GCA_003504865.1	Scaffold	2055781
GCA_003506655.1	Scaffold	2055780
GCA_003501625.1	Scaffold	2055775
GCA_003501765.1	Scaffold	2055774
GCA_003501785.1	Scaffold	2055773
GCA_003501795.1	Scaffold	2055772
GCA_003486645.1	Scaffold	2055769
GCA_003486305.1	Scaffold	2055770
GCA_003486675.1	Scaffold	2055768
GCA_003512505.1	Scaffold	2055784
GCA_003535175.1	Contig	2055778
GCA_002309875.1	Scaffold	1947872
GCA_003519785.1	Scaffold	2055789
GCA_002309425.1	Scaffold	1947873
GCA_003450835.1	Scaffold	2055765
GCA_002322275.1	Scaffold	1947874
GCA_002345125.1	Scaffold	1947875
GCA_002340255.1	Scaffold	1947876
GCA_002351645.1	Scaffold	1947877
GCA_002352745.1	Scaffold	1947878
GCA_002350725.1	Scaffold	1947879
GCA_002350285.1	Scaffold	1947880
GCA_002349845.1	Scaffold	1947881
GCA_002349665.1	Scaffold	1947882
GCA_002361485.1	Scaffold	1947883
GCA_002369055.1	Scaffold	1947884
GCA_002382535.1	Scaffold	1947885
GCA_002405805.1	Scaffold	1947886
GCA_002396505.1	Scaffold	1947887
GCA_002429135.1	Scaffold	1947888
GCA_002429095.1	Scaffold	1947889
GCA_002439905.1	Scaffold	1947890
GCA_002438405.1	Scaffold	1947891
GCA_002450305.1	Scaffold	1947892
GCA_002450015.1	Scaffold	1947893
GCA_002472355.1	Scaffold	1947894
GCA_002470305.1	Scaffold	1947895
GCA_002477995.1	Scaffold	1947896
GCA_002482705.1	Scaffold	1947897
GCA_002481925.1	Scaffold	1947898
GCA_002481545.1	Scaffold	1947899
GCA_002481225.1	Scaffold	1947900
GCA_002481055.1	Scaffold	1947901
GCA_002297005.1	Scaffold	1947902
GCA_003456125.1	Scaffold	2055767
GCA_003503675.1	Scaffold	2055790
GCA_003454535.1	Scaffold	2055766
GCA_003444555.1	Scaffold	2055771
GCA_003505715.1	Scaffold	2055779
GCA_003520045.1	Scaffold	2055788
GCA_003488275.1	Scaffold	2055791
GCA_002293275.1	Scaffold	1947903
GCA_003499585.1	Scaffold	2055777
GCA_003499955.1	Scaffold	2055776
GCA_002291895.1	Scaffold	1947904
GCA_031412635.1	Contig	2964720
GCA_031415035.1	Contig	2964721
GCA_031427135.1	Contig	2964722
GCA_036170595.1	Scaffold	3069723
GCA_009918565.1	Contig	2448783
GCA_019746995.1	Contig	2847862
GCA_019751245.1	Contig	2847862
GCA_019751815.1	Contig	2847862
GCA_019752015.1	Contig	2847862
GCA_021615175.1	Scaffold	2847862
GCA_021619505.1	Scaffold	2847862
GCA_021630505.1	Scaffold	2847862
GCA_021631755.1	Scaffold	2847862
GCA_021631875.1	Scaffold	2847862
GCA_021634155.1	Scaffold	2847862
GCA_021635545.1	Scaffold	2847862
GCA_021637965.1	Scaffold	2847862
GCA_021641745.1	Scaffold	2847862
GCA_022402445.1	Scaffold	2847862
GCA_022600035.1	Contig	2847862
GCA_022600735.1	Contig	2847862
GCA_022703625.1	Contig	2847862
GCA_022707445.1	Contig	2847862
GCA_022707485.1	Scaffold	2847862
GCA_023380855.1	Scaffold	2847862
GCA_025054735.1	Scaffold	2847862
GCA_025356295.1	Contig	2847862
GCA_025362325.1	Contig	2847862
GCA_026389115.1	Scaffold	2847862
GCA_026389215.1	Scaffold	2847862
GCA_026389235.1	Scaffold	2847862
GCA_026389255.1	Scaffold	2847862
GCA_026389265.1	Scaffold	2847862
GCA_026389285.1	Scaffold	2847862
GCA_026389315.1	Contig	2847862
GCA_026389335.1	Scaffold	2847862
GCA_026389365.1	Contig	2847862
GCA_026389375.1	Scaffold	2847862
GCA_027331485.1	Scaffold	2847862
GCA_027482985.1	Contig	2847862
GCA_027483425.1	Contig	2847862
GCA_027488545.1	Contig	2847862
GCA_027592485.1	Contig	2847862
GCA_027592595.1	Contig	2847862
GCA_027592835.1	Contig	2847862
GCA_027592845.1	Contig	2847862
GCA_027618255.1	Contig	2847862
GCA_027618955.1	Contig	2847862
GCA_027619675.1	Contig	2847862
GCA_027620015.1	Contig	2847862
GCA_027620735.1	Contig	2847862
GCA_027621095.1	Contig	2847862
GCA_027621815.1	Contig	2847862
GCA_027622095.1	Contig	2847862
GCA_027623065.1	Contig	2847862
GCA_027624395.1	Contig	2847862
GCA_027624405.1	Contig	2847862
GCA_027625295.1	Contig	2847862
GCA_030776905.1	Contig	2847862
GCA_030776945.1	Contig	2847862
GCA_033764955.1	Contig	2847862
GCA_034183825.1	Contig	2847862
GCA_034186325.1	Contig	2847862
GCA_034186355.1	Contig	2847862
GCA_034186695.1	Contig	2847862
GCA_034189005.1	Scaffold	2847862
GCA_034189065.1	Scaffold	2847862
GCA_034189425.1	Scaffold	2847862
GCA_034189805.1	Scaffold	2847862
GCA_034190295.1	Scaffold	2847862
GCA_034190385.1	Scaffold	2847862
GCA_034190705.1	Scaffold	2847862
GCA_035281925.1	Contig	2847862
GCA_035281985.1	Contig	2847862
GCA_035284765.1	Contig	2847862
GCA_035284785.1	Contig	2847862
GCA_035284825.1	Contig	2847862
GCA_035284845.1	Contig	2847862
GCA_035284885.1	Contig	2847862
GCA_035284895.1	Contig	2847862
GCA_035284925.1	Contig	2847862
GCA_035285185.1	Contig	2847862
GCA_035285205.1	Contig	2847862
GCA_035285245.1	Contig	2847862
GCA_035285425.1	Contig	2847862
GCA_035285465.1	Contig	2847862
GCA_035285505.1	Contig	2847862
GCA_035285625.1	Contig	2847862
GCA_035285645.1	Contig	2847862
GCA_035285685.1	Contig	2847862
GCA_035285785.1	Contig	2847862
GCA_035285825.1	Contig	2847862
GCA_035285945.1	Contig	2847862
GCA_035285965.1	Contig	2847862
GCA_035286025.1	Contig	2847862
GCA_035286045.1	Contig	2847862
GCA_035286085.1	Contig	2847862
GCA_035286105.1	Contig	2847862
GCA_035286145.1	Contig	2847862
GCA_035286185.1	Contig	2847862
GCA_035286245.1	Contig	2847862
GCA_036021615.1	Contig	2847862
GCA_036124965.1	Contig	2847862
GCA_036125235.1	Contig	2847862
GCA_036129435.1	Contig	2847862
GCA_036131355.1	Contig	2847862
GCA_036133295.1	Contig	2847862
GCA_036134445.1	Contig	2847862
GCA_036148375.1	Contig	2847862
GCA_036152215.1	Contig	2847862
GCA_036154475.1	Contig	2847862
GCA_036156835.1	Contig	2847862
GCA_036159275.1	Contig	2847862
GCA_036159935.1	Contig	2847862
GCA_036161635.1	Contig	2847862
GCA_036162595.1	Contig	2847862
GCA_036165495.1	Contig	2847862
GCA_036227985.1	Contig	2847862
GCA_036228585.1	Contig	2847862
GCA_036229285.1	Contig	2847862
GCA_036229785.1	Contig	2847862
GCA_036230525.1	Contig	2847862
GCA_036230865.1	Contig	2847862
GCA_036303385.1	Contig	2847862
GCA_036337445.1	Contig	2847862
GCA_036726825.1	Scaffold	2847862
GCA_036728425.1	Scaffold	2847862
GCA_036751985.1	Scaffold	2847862
GCA_036823555.1	Scaffold	2847862
GCA_036836515.1	Scaffold	2847862
GCA_037917175.1	Contig	2847862
GCA_038060635.1	Scaffold	2847862
GCA_038324725.1	Contig	2847862
GCA_038326735.1	Contig	2847862
GCA_039796455.1	Contig	2847862
GCA_039796815.1	Contig	2847862
GCA_039797075.1	Contig	2847862
GCA_039797275.1	Contig	2847862
GCA_039798305.1	Contig	2847862
GCA_039799245.1	Contig	2847862
GCA_039799385.1	Contig	2847862
GCA_039799725.1	Contig	2847862
GCA_039800225.1	Contig	2847862
GCA_039804405.1	Contig	2847862
GCA_040752795.1	Scaffold	2847862
GCA_040752875.1	Scaffold	2847862
GCA_040756535.1	Scaffold	2847862
GCA_041157425.1	Contig	2847862
GCA_041158125.1	Contig	2847862
GCA_041160065.1	Scaffold	2847862
GCA_041160305.1	Scaffold	2847862
GCA_041160525.1	Contig	2847862
GCA_041160665.1	Contig	2847862
GCA_041160715.1	Contig	2847862
GCA_041160795.1	Contig	2847862
GCA_041162655.1	Scaffold	2847862
GCA_041164125.1	Contig	2847862
GCA_041164445.1	Contig	2847862
GCA_041164905.1	Scaffold	2847862
GCA_041165225.1	Contig	2847862
GCA_041165305.1	Contig	2847862
GCA_041168055.1	Contig	2847862
GCA_041168105.1	Contig	2847862
GCA_041168405.1	Contig	2847862
GCA_041168625.1	Contig	2847862
GCA_041168715.1	Contig	2847862
GCA_041168785.1	Contig	2847862
GCA_041168845.1	Contig	2847862
GCA_041168865.1	Contig	2847862
GCA_041170045.1	Scaffold	2847862
GCA_041170505.1	Contig	2847862
GCA_041171145.1	Contig	2847862
GCA_041171645.1	Scaffold	2847862
GCA_041172365.1	Contig	2847862
GCA_041173005.1	Scaffold	2847862
GCA_041173785.1	Scaffold	2847862
GCA_041174105.1	Contig	2847862
GCA_041174205.1	Contig	2847862
GCA_041174245.1	Contig	2847862
GCA_041175965.1	Contig	2847862
GCA_041176325.1	Contig	2847862
GCA_041177605.1	Contig	2847862
GCA_041178945.1	Contig	2847862
GCA_041180565.1	Contig	2847862
GCA_041180885.1	Contig	2847862
